_id,place_id,name,html_notes
1390,485,general,"Dogs (on leads) welcome in meadow, woodland garden and Bothy exhibition
Assistance dogs only in walled garden and tearoom"
1391,485,family,"Baby-changing facilities
Pushchairs and baby back-carriers admitted"
1392,485,accessibility,"Full access statement is below, but please note that some parts of this property may be closed on your visit.
Drop-off point
Lower car park has a limited number of mobility parking spaces, 50 yard walk to garden entrance  down a sloped gravel path
Building - Level access to the Bothy tea-room can be opened on request
Grounds – much of the lower parts of the garden can be accessed with wheelchairs and pushchairs via gravel and grassy paths. Some visitors may require assistance from their companion. Paths in the meadow may become difficult to negotiate after heavy rainfall. Some of the paths in the upper reaches of the garden have steps and some are quite steep in places. Video presentation in Bothy.
You're welcome to bring your own mobility scooter, please ensure a full battery. Please use your judgement with steeper parts of the garden.
Adapted toilet adjacent to tea-room
Braille and large print guides available
Virtual tour
Sensory experience"
1393,486,general,"There are toilets next to the visitor centre building, including a left-hand transfer disabled WC.
Our Courtyard Café is open between 10am - 4pm Sunday - Friday, and 9am - 4pm on Saturdays, serving a range of hot and cold drinks, sandwiches, light snacks and delicious cakes.
Dogs must remain on a lead in the car park, around the Courtyard Café and visitor centre, down the main drive and in the open parkland. If you are unsure about where your dog can be let off its lead, please ask a member of staff.
Sheringham Hall is privately occupied, limited access is available April – September by written appointment with the leaseholder.
Two electric charging points (PodPoint) are available in the main car park."
1394,486,family,"Baby-changing facilities are available in a separate room in the main toilet block. 
Pushchairs and baby back-carriers admitted.
Buggy friendly surface on main drive (1 1/2 miles) and in the Bower."
1395,486,accessibility,"There are five disabled parking spaces in the car park on a hard standing surface, approximately 70 metres from the toilets and the start of the walks.
There are toilets next to the visitor centre building, including a left-hand transfer disabled WC.
A map of the estate is displayed near the visitor centre. 
We have both manual wheelchairs and mobility scooters available to hire on a first come, first served basis from 10am. The hire period is 90 minutes and all vehicles must be returned by 4pm at the latest.
A 1½ mile sealed surface path passes through the wild garden and down to the parkland. Wheelchair and powered mobility vehicle users will need to return to the visitor centre on the same route.
Full access statement is below, but please note that some parts of this property may be closed on your visit."
1396,488,general,"Round House currently closed. 
Parking - at the entrance to the property, free; donations welcome
Toilets - available to visitors of the Round House (only when open, located on the first floor, not accessible to wheelchairs)
Dogs - allowed in grounds and well behaved dogs welcome in the Round House
Picnic areas - on the lawns and there are some benches dotted around"
1397,488,family,Ideal tranquil spot for family picnics
1398,488,accessibility,"Mobility parking - three accessible parking spaces, adjacent to the Round House, beyond the car park
Sensory Experience
Grounds - partly accessible, hard gravel paths, slopes with some steps
Pleasure grounds - mostly lawns
Seating - benches are scattered across the property
Naval Temple - accessible on one level
Round House - ground floor only accessible by ramp (please ask the room steward)
Pathways - rough and uneven surfaces throughout the property, some level ground. One large flat area of lawn, which is only accessible by crossing other sloping lawns"
1399,489,general,"Plenty of lovely spots to enjoy a picnic
Mobile van (non-National Trust) serving drinks, ice-creams and light snacks (7 days a week from 9am - 4.30pm) located in the main car park.
Small local food shops in Headley.
There are no toilets on this site
Dogs welcome; please keep them under close control around grazing livestock
Main car park: Members; please scan your card for your free ticket. Pay and display or pay by mobile phone with paybyphone - area code 803452 (0330 060 4037) - £1.50 per hour for first 2 hours; £4 for up-to 4 hours; £6 for 5 hours and above
Brimmer car park: Free to NT members or pay by mobile phone with paybyphone - area code 803453 (0330 060 4037) - £1.50 per hour for first 2 hours; £4 for up-to 4 hours; £6 for 5 hours and above "
1400,489,family,"Family trail - The Lizard trail (starting at the main car park)
Family events throughout the year
Guided walks and talks by a ranger are available for school and community groups "
1401,489,accessibility,"Well maintained extensive network of footpaths and bridleways
Excellent paths for walking, horse riding and cycling
There are benches scattered all over the Heath"
1402,487,general,"Walled and formal gardens and parkland are open
Park Farm Café is open serving a limited range of takeaway hot and cold drinks and some light snacks.
Mansion tea room is open with indoor seating serving hot drinks, snacks and light meals.
Toilets are open at Park Farmyard and in the Midden Yard (to the left hand side of the Mansion)
Dogs welcome on leads in parkland and gardens 
Assistance dogs only in indoor spaces, including tea room
Commercial photographers must book via shugborough@nationaltrust.org.uk
No need to pre book unless you are travelling as a coach party/large organised group."
1403,487,family,"Some pushchairs may struggle on uneven path surfaces
Baby change facilities are open in Park Farmyard (including breast feeding space) and the Midden Yard.
Explorers Wood playarea is open"
1404,487,accessibility,"Designated mobility parking in the main car park. Accessible parkland walkway
Adapted toilets opposite Visitor Reception, in Park Farmyard and the Midden Yard near the Mansion.
The Changing Places facility is open in Park Farmyard, a Radar key is required for access
Mobility trampers are available to hire on a pre-booked basis. Please email shugborough@nationaltrust.org.uk with a preferred date and arrival time, and let us know if you have used this service at Shugborough before.
Full access statement is available in the Access article or by contacting the property.
A buggy service is available from the car park to the mansion."
1405,490,general,"• Admission is by pre-booked ticket on 9 and 11 September, 14 and 16 October 2022. 
• To respect the privacy of our tenant we ask that no indoor photography is taken, you are welcome to take as many photographs as you like outside.
• There are no food outlets at the property the nearest is at Attingham Park National Trust Atcham SY4 4TP.
• Smoking is not permitted on site inside the building or the grounds this includes e-cigarettes. "
1406,490,family,"• No baby changing facilities on site    
• Please be aware that there is a pond towards the back of the Orchard."
1407,490,accessibility,"• Assistance dogs only. 
• Building – level access, ground floor only.
• Grounds – there is a steep incline from car park to the entrance gate which is of narrow size, gravelled/pebbled pathways around the main house, ground partly accessible, grass, slopes and uneven terrain, access may be difficult for PMVs, some visitors may need help from a companion. There are five steps down to the orchard area which are old and uneven. "
1408,491,general,"Grounds, House, Wine Cellars, Coach House Gallery, Aviary, Woodland Playground, Power House, Gift & Wine shop, Manor Restaurant, Stables Café and food-to-go outlets are open
To book, please visit: https://waddesdon.org.uk/your-visit/tickets/
If you have a query about tickets you have booked online, please contact See Tickets, our online ticket partner who can help with confirmation emails or changes to your booking: https://www.seetickets.com/customerservice
Free visitor car park includes family parking.
Our shuttle buses are operating. Book tickets in advance along with your admission or purchase once you are on the bus (card payments only).
Blue Badge parking is located in the Visitor Car Park and free pre-bookable tickets for shuttle buses are available for Blue Badge Holders. 
Premium Parking (£20 per car) located at the top of the hill by the Manor is available to purchase.
Walking to the Manor from the visitor car park takes about 20-25 minutes along a hard-surface path which has a steep section.
Dogs are welcome anywhere in the grounds on short leads with the exception of the Aviary and Woodland Playground. Take a look at our Bringing your Dog page to see our dog map showing dog friendly areas.
Safety is our priority, please respect other visitors' space and follow the latest government guidance.
Takeaway food and drink is available 10am-4pm.
Toilets are open (including at the Welcome Pavilion). We have not been able to adapt the spacing in toilets, so please use hand sanitiser before entering and be considerate of others by keeping your distance.
There are four car parking spaces for electric vehicles with 16A EV Type 2 charging sockets, free to use. Please speak to a member of staff who will assist you at the start and end of charging.
The Manor Restaurant is open for afternoon teas and on Sundays for Sunday Lunch as well. We recommend pre-booking or speak with staff on the day."
1409,491,family,"The Woodland playground is open.
We recommend booking Grounds tickets for toddlers and under fives to avoid overcrowding
Baby-changing and feeding facilities can be found at the Manor and Stables
Breast feeding is welcome anywhere on site
Pushchairs and baby back-carriers welcome. We recommend sturdy buggies for the grounds rather than strollers
Children's menus available
Under fives can bring small bicycles into the grounds but please keep to the pathways
Certain paths are loose gravel, suitable for most pushchairs
Our shuttle buses are operating. Pre-book tickets along with your admission or purchase once you are on the bus (card payments only)"
1410,491,accessibility,"Blue Badge parking is located in the Visitor Car Park and free pre-bookable tickets for shuttle buses are available for Blue Badge Holder
Shuttle buses have ramps and dedicated space for wheelchairs
Our shuttle buses are operating and we recommend pre-booking tickets, £2 adult, £1 child. Wheelchairs, mobility scooters, pushchairs and buggies are carried for free, but we recommend pre-booking space due to limited capacity
Wheelchairs available on a first-come, first-served basis
Grounds - partly accessible, some loose gravel paths and steep slopes
Changing places facility on the ground floor of the Manor, accessible through the Manor Shop
Accessible toilet in the house, accessed via the tunnel to the basement level, by the Manor Shop Courtyard, and accessible toilet in the Stables Courtyard, adjacent to the ladies' toilet
Assistance dogs welcome in both the houseand gardens and on the shuttle buses
At Waddesdon we are committed to providing an accessible attraction for all, and try to ensure if you have a disability you can enjoy as much as possible while with us. For full details about Accessibilty at Waddesdon, please see: https://www.nationaltrust.org.uk/waddesdon-manor/features/disabled-access-at-waddesdon-manor
Accompanying carers receive free entry and a free shuttle bus ticket"
1411,492,general,"All car parks at Cotehele are pay and display. Charges are £1 for up to 1 hour, £3 for up to 3 hours and £5 for over 3 hours, and is free for members. No overnight parking or camping.
Dogs on leads allowed on the estate, but not in the formal garden. Assistance dogs are welcome in the formal garden and orchards.
We do not allow fishing on Cotehele Quay unless permission has been given. We do however welcome those who wish to fish to use Bohetherick Quay nearby. Please follow government guidance on rod fishing byelaws and licences and remember to take any rubbish home with you.
At very high and spring tides Cotehele Quay and the quay car park are liable to flooding. Please check tide times and notices at the quay when visiting."
1412,492,family,
1413,492,accessibility,"Disabled car park available closer to the garden
There is no Changing Place facility available at Cotehele. The nearest facility is available at Tesco Callington (PL17 RD) during store opening hours.
Full access statement is below, but please note that some parts of this property may be closed on your visit"
1414,493,general,
1415,493,family,
1416,493,accessibility,"Two waymarked trails, gates and styles across the estate."
1417,495,general,"The garden, estate, play areas, Giant Childe of Hale trail, Bund walk, maze, Coastal Reserve path and Home Farm restaurant are open every day. The house is open Wednesday-Sunday.
Home Farm restaurant is serving a range of food and drink. Outdoor seating and indoor seating is available.
The toilets at Home Farm and in the Dairy Courtyard (next to the house) are open, including accessible toilets.
Free parking, 100 yards from Reception
Dogs are welcome but must be kept on leads at all times. Please note dogs are not permitted in the formal play area, woodland play area or Childe of Hale trail.
Cycle rack available in car park for those visiting Speke by bike. Please bring your own lock. We ask that large wheeled bikes are not used on the main visitor route around the grounds and gardens due to narrow paths. Balance bikes for children are permitted."
1418,495,family,"We have baby-changing facilities at Home Farm and in the Dairy Courtyard
Balance bikes and small bikes with stabilisers are permitted in the grounds and gardens. Large wheeled bikes are not permitted due to narrow paths around site."
1419,495,accessibility,"Mobility parking spaces in main car park, 50 yards from ticket office
One accessible toilet at Home Farm and one accessible toilet in the Dairy Courtyard (next to the house)
Grounds - generally flat pathways, with steep gradients leading up to/down from the Bund, in to/out of the Moat and Stream Gardens. Moat garden also has narrow archway under bridge crossing above pathway. Cobbles leading to, and in the Dairy Courtyard. 
Full access statement and map of accessible route are below, but please note that some parts of Speke may be closed on your visit"
1420,494,general,"Toilets (not National Trust), 500 yards from Church
Admission free. Donations of £1 requested"
1421,494,family,"Pushchairs admitted
Suitable for school groups"
1422,494,accessibility,"Step to entrance, ramp available. Ground floor has steps"
1423,496,general,"Toilets in the Gas Yard, by the Conservatory, by the Storybook Play Den and the Woodland lounge are open and checked regularly. 
The Doll's House is currently closed. Refreshment Kiosk in the Walled Garden and Conservatory Cafe are open.
Drinking water tap is available to refill water bottles on the side of the Refreshment Kiosk in the Walled Garden.
Dogs are welcome at Cliveden, Please pick up a dog walker's guide from outside the Information Centre or the Woodland Car Park. We have a traffic light system with areas marked different levels of access. Thank you for picking up your dog's waste and disposing of it in the available bins.
On site car parking (included within admission fees)
Cycle racks are available in the car park. We ask you not to cycle on the estate.
Speed limit - 15 mph across the estate
Water - there are unfenced lakes, ponds and riverside around our estate
Please take your litter home with you."
1424,496,family,"Baby-changing facilities in Female & Male Gas Yard, Conservatory Toilets and in both toilets at the Doll's House. 
Accessible paths map available from the Information Centre.
The maze is open and closes at 5pm.
The Storybook Play Den is open and closes at 5pm."
1425,496,accessibility,"Manual Wheelchairs and All-terrain Wheelchair (Manual) and pushchairs are available to hire in advance of visit, please email cliveden@nationaltrust.org.uk or call 01628 605069 to book
Our shuttle bus service is available on request. Please note, no dogs are permitted inside this vehicle.
Hearing loops are installed at every fixed till point
Designated parking spaces available for disabled visitors in main car park
Accessible toilets are available at the Doll's House, next to the Storybook Play Den and in the Gas Yard. 
If you need to bring a carer or essential companion to accompany you as a disabled visitor, please contact our Supporter Services 0344 800 1895 to find the best type of companion card to suit your needs.
Gardens have hard gravel paths, some steep slopes, undulating terrain and steps
Suggested level access map around gardens available from outside the Information Centre
Sensory attraction - fragrant plants in the gardens in flowering seasons 
Vehicle access - There are several speed bumps with varying heights of up to 80mm across the estate, and one larger ramp of 120mm height and approximately 3.5 meters length."
1426,499,general,"To help plan your visit check weather and tides before you start out
Please clean up after yourselves and take your litter home to recycle responsibly
Toilets open in the day time
Dogs not allowed on Chapel Porth beach 1 July - 31 August inclusive. Dogs welcome at St Agnes Head & Beacon
Please keep all dogs under control at all times and clean up after them
Chapel Porth café (concession) - call 01872 552487 for opening times
Towan Cross car park open, TR4 8PZ (nearly opposite the Victory Inn, about 20 yards to the west).
Information point at Wheal Coates mine building"
1427,499,family,
1428,499,accessibility,"Chapel Porth: short slope onto beach, boulders and pebbles at top of beach
Wheal Coates: hard surfaced route to historic mine buildings
Two accessible parking bays at Chapel Porth car park, when staffed
The lanes to Chapel Porth are very narrow, often single track, and therefore not suitable for coaches"
1429,498,general,"To help plan your visit check weather and tides before you start out
Dogs are welcome under close control as farm livestock may be present
Please remember your dog poo bags and clear up after them
Public lavatories here, managed by parish council"
1430,498,family,"Be aware of cliff edges and unstable cliffs - keep children supervised
Be aware of the state of the tide. Don't get cut off by rising water
Currents and winds can make swimming hazardous; on remote beaches there are no lifeguards or rescue equipment"
1431,498,accessibility,"Well maintained, but naturally uneven coastal paths, with some steep sections, steps and stiles
The lanes to Lantivet Bay car park are very narrow, often single track, and therefore not suitable for coaches"
1432,501,general,"Winchester City Mill is free admission. If you are a member please have your membership card ready to scan. 
Please note that there is no onsite parking at the mill. Parking at Chesil multi-storey car park, 500m from visitor reception. Or via Park and Ride, St Catherine’s to Winchester from M3, exit 10.
There is one onsite accessible toilet with baby changing facilities.  Alternatively there are public toilets located in Abbey Gardens, adjacent to King Alfred’s statue, 200m from visitor reception. 
Due to being a food production site, we do not allow dogs in the mill space or café, with the exception of assistance dogs. Dogs are allowed in the bookshop on a short lead. 
There are no cloakroom/storage facilities on site.
Photography is permitted for personal use only."
1433,501,family,"There is one onsite accessible toilet with baby changing facilities.  Alternatively there are public toilets located in Abbey Gardens, adjacent to King Alfred’s statue, 200m from visitor reception. 
Baby back carriers admitted. Pushchairs welcome in the main millroom, and can be parked appropriately off to one side, as there are steps down to millrace and garden. 
Breast feeding welcome anywhere around the property.
Mill machinery and fast flowing water - close supervision of children strongly advised at all times."
1434,501,accessibility,"For our full accessibility statement, please download our PDF below"
1435,500,general,"No overnight camping / campervans permitted in the car park.
Parking is free for members of the National Trust. Please note the pay and display machines accept coins only. You can pay online using PayByPhone. We recommend you download the app before your visit.
The beach toilets are closed but the toilets on the car park are open.
Beachside café and shop (not National Trust). 
Seasonal dog restrictions from 1 April to 30 September"
1436,500,family,
1437,500,accessibility,Steep hill from car park
1438,503,general,"Free parking in Lizard town, from where a footpath leads to Lizard Point (approx 1 mile). No caravans or trailers
Toilets at Lizard Point Car Park are open seasonally
Dogs welcome all year at Polpeor beach, Lizard Point. You can help reduce the chance of your dog disturbing ground nesting birds and livestock by keeping them on a short lead. Remember, if you’re approached by cattle, the safest thing to do is let your dog go,and call them back when safe to do so.
Wildlife watch point at Lizard Point - Run by a wonderful team of volunteers, join us at this ideal location to spot grey seals, Cornish choughs and other passing seabirds and marine mammals. Open everyday 11-3pm until Sunday 30 October 2022
Lizard Wireless Station - A short walk inland (2 miles from Watchpoint), Step back in time to 1901, inside one of the oldest surviving wireless stations in the world.  Open Monday- Thursday 12-3pm (weather permitting).  From 10th April – 30th October 2022.  Entry: Donations welcome."
1439,503,family,Baby changing unit available at Lizard Point toilets in National Trust car park
1440,503,accessibility,"Mobility toilets located at Lizard Point
Partly accessible grounds with some sheer cliffs
There are surfaced paths to viewpoints overlooking Lizard Point"
1441,504,general,"Ilam Park and Dovedale car park are free for National Trust members. Otherwise, the charge is £4.50 for up to 4hrs parking, £6 for over 4hrs. Tickets are not transferable between the car parks.
The Manifold Tea Room is open Mon - Sun from 10am to 5pm. It will be closed on Monday 19 September for Her Majesty The Queen's funeral. 
Picnics are welcome, however BBQs, campfires and any outdoor cooking equipment are not permitted due to the risk of fire spreading across this particular landscape.
Please take all litter home with you and help look after the places you love to visit.
Well behaved dogs on leads are always welcome at Ilam Park and Dovedale.
Please keep dogs on leads throughout the year in Dovedale, as it is a National Nature Reserve
The flying of drones is not permitted on National Trust land, for the safety of visitors, grazing animals and buildings.
Dovedale toilets are not owned or looked after by the National Trust
To avoid cattle on your walk, use the alternative walking route between Ilam and Dovedale as seen on the map located in the car park. (Take a photo of the map if helpful.)
Overnight parking is not permitted for any type of vehicle at Ilam Park car park or any NT car parks.
Houses and gardens in the village are privately owned and not open to the public. Please respect the privacy of our local communities and farmers.
Cars are not permitted past the Dovedale car park, access for emergency services and National Trust vehicles only.
Camping of any type is not permitted at Ilam Park or Dovedale (Dovedale National Nature Reserve). Only camp on authorised sites.
Please only park in designated car park spaces and respect local communities and keep roads clear at all time for the emergency services.
If you have mobility issues and you are a blue badge holder, remember that you're able to park for free in our pay-and-display car parks as long as you display your badge – there is no need to scan.
Please do not block access points for farmers, local communities and the emergency services. If you cannot park safely or responsibly please find another car park or plan your visit for a quieter time.
Campervans/motorhomes cannot park at Dovedale car park due to narrow roads and small spaces. Please park at Ilam Park car park. No overnight parking allowed"
1442,504,family,"Baby-changing facilities at Ilam Park.
Toilets at Dovedale are not owned or looked after by the National Trust and there is a 20p charge for use.
Make your own fun with a bug or butterfly hunt, rolling down a hill or playing 'Pooh Sticks' at St Bertram's Bridge.
Plenty of quiet spots at Ilam Park for picnics by the River Manifold
Download a 50 Things wallchart from our website and reconnect to nature all around you
Light refreshments available at our Stableyard 'Grab and Go' cafe. Face coverings are required for entering the Stableyard Grab and Go."
1443,504,accessibility,"Ilam Park and Dovedale car parks are open and booking is not required. National Trust members park free.
Our Stableyard 'Grab and Go' cafe is open, serving light refreshments 10:00 am to 4:00 pm every day. Face coverings are required for entering the Stableyard Grab and Go. 
Adapted toilets at Ilam Park in the stableyard at Ilam Park.
Grounds at Ilam Park - undulating terrain, steep slopes and some steps. Areas of the park are accessible on hard surfaces. Upgrading of access is ongoing.
Motorhomes/campervans can access Ilam Park car park. Please do not park at Dovedale car park - cars only due to narrow roads and small spaces
Dovedale - level path from private car park to the stepping stones.
Cars are not permitted past Dovedale car park, access for emergency services and National Trust vehicles only.
If you have mobility issues and you are a blue badge holder, remember that you're able to park for free in our pay-and-display car parks as long as you display your badge – there is no need to scan."
1444,507,general,"Car park at Sandymouth. National Trust members and Blue Badge holders park for free. Otherwise charges apply.
Toilets are open daily
Dogs welcome under control at Sandymouth beach all year
No overnight parking or camping
Nearest shops and post office in Kilkhampton"
1445,507,family,"Baby changing facilities
Beach location with rock-pooling but beware of incoming tides
For safety in the sea, always follow the advice given by the lifeguards when on duty
Be aware of cliff edges and supervise children on the coast paths"
1446,507,accessibility,"Well maintained coastal paths which may be uneven in places, and with kissing gates
Sections of footpath may be muddy at times, especially in the winter"
1447,502,general,"Coleton Fishacre is open daily from Saturday 19 February 2022 to Sunday 30 October 2022.
Last entry to the house is at 4.30pm.
Parking charges for non-National Trust members: £1 per hour up to three hours. Free parking for members (please show membership card upon arrival and display car sticker)
Access to the South West Coast Path is through a gate at the bottom of the garden. Please note this is only accessible when Coleton Fishacre is open. 
Access to driveway and car park is narrow in places; if you can't fit through the gate please park at Coleton Camp car park just down the road
Dogs (on leads) welcome in the garden, cafe and shop. Assistance dogs only in the house. 
Bicycle rack is located outside Coleton Fishacre shop
Make the most of your visit. Agatha Christie's riverside garden at Greenway is also open and only 5 miles away, please pre-book."
1448,502,family,"Free children's trails are available to pick up at reception
Baby-changing facilities are in the main courtyard next to Visitor Reception"
1449,502,accessibility,"12 accessible parking spaces in main car park, near visitor centre
Drop-off point on busy days
The main car park has hard surface with mixture of gravel and tarmac. There is grass parking in the overflow car park
Accessible toilet next to visitor centre
Café in the main courtyard next to visitor centre and is easily accessible with large entrances and level entry
There is generally poor mobile phone reception in the area
Full access statement is below, but please note that some parts of this property may be closed on your visit"
1450,506,general,"The car parks at Brownstone, Coleton Camp and Scabbacombe sands are open but have limited spaces and can get busy during the summer
Dogs welcome, but must be on leads
Overnight camping and parking is not permitted
Please note BBQ's are a significant fire risk and can be hazardous to wildlife. We're urging people not to bring barbeques to the countryside or coast"
1451,506,family,The military road between Brownstone car park and Froward Point is excellent for bike riding
1452,506,accessibility,"Brownstone car park has no designated accessible parking, but is on level ground
Mobility toilet at Coleton Fishacre is closed
Path surfaces around the estate vary from smooth and flat tracks, to rougher routes on sloping natural terrain. Take care on cliff-top routes, which can be slippery and muddy after wet weather
Seats available on the track from Brownstone car park to Froward Point and at various other points around the estate
All-ability trails - From Brownstone car park, follow the track for 1 mile (1.6km) down to Froward Point. For most of the distance the track is well compacted, even and flat for approximately half mile (800m) before sloping down towards Froward Point"
1453,505,general,"Limited parking at Coombe car park
To help plan your visit check weather and tides before you start out
Dogs are welcome under close control as farm livestock may be present
Open coast and countryside sites, no in-house facilities. Great to access the quiet local beaches and coves and to get onto the coast path"
1454,505,family,
1455,505,accessibility,"Mobility toilets (not National Trust) located at Readymoney Beach and Caffa Mill in Fowey (not National Trust, open all year)
Well maintained, but naturally uneven coastal paths around Fowey estuary and Pencarrow Head, with some steep sections, steps and stiles"
1456,508,general,"All parking is free: Buckstones Car Park - A640 (junction with B6114), Haigh Gutter – A640 (at Pennine Way crossing), Wessenden Head Layby – A635 (Greenfield to Holmfirth Road) Various laybys on the A640, A62 and A635. Marsden village Car Park (not National Trust), The Old Goods Yard, Station Road, Marsden, HD7 6DH (suitable for coaches).
There are no public toilets in the area.
Ice cream vendor at Buckstones Car Park (summer only)
Dogs are welcome but must be kept on a lead during nesting season (1 March-31 July)
Marsden Moor is well served by public footpaths with over 100 miles crossing the moors. Download a walking route from our website to help you explore.
Buckstones Car Park offers fantastic views across the moors."
1457,508,family,"Eastergate is a great place for a picnic - children can play in the river and enjoy the countryside
Buckstones car park offers amazing panoramic views over the moorland. There is an ice-cream vendor on summer weekends."
1458,508,accessibility,"The general topography of the landscape and conditions of the footpaths (which can be muddy) means the moorland is not considered suitable for people with limited mobility.
There are no designated accessible spaces at Buckstones car park but the surface is tarmacked and level.
The other car parks and laybys are relatively level with a top layer of loose gravel.
Level access (no obstructions) to the Information Room, next to Marsden NT office.
Please read our full access statement PDF"
1459,509,general,"Dogs Policy: Assistance dogs only. The steep terraced gardens are not suitable for dogs. 
Free parking, 300 yards
Toilets in the courtyard 
Hard standing parking areas for motorbikes and motor caravans
Our Pavilion café is open and is serving hot and cold meals and drinks, sandwiches and light snacks. Go to Eating and shopping for more information.
We are located on the edge of an ice age valley and there are several sheer drops"
1460,509,family,"Baby-changing and feeding facilities
You can picnic on the South Lawn or Sunken Garden, please bring your own rugs or small folding chairs
We are located on the edge of an ice age valley and there are several sheer drops"
1461,509,accessibility,"Designated 'disabled parking' area in the main car park. 
Most of the garden access is via steps and slopes but can be seen from the lawn.
We are located on the edge of an ice age valley and there are several sheer drops
Adapted toilet in the courtyard by the house RH transfer
Wheelchair accessible route available around some of the garden, if any visitors need to park down by the house, they need to check in first with the welcome team who can advise
Please contact us for further access information or if you have any queries 01295 670266. 
The assistance buggy is not available every day, please check at Visitor Reception upon arrival.
Braille guides available that include an introduction to Upton House and Gardens and its collections. These are available upon request at the entrance to the house. 
Full access statement is below, but please note that some parts of this property may be closed on your visit"
1462,511,general,"Café - currently closed
Extensive gift shop
Pay and display car park at Charlotte Street in the City Centre
Renowned fashion bookshop
Suitable for school groups
Assistance dogs only"
1463,511,family,"Baby-changing facilities
Baby carriers available
Pushchairs admitted to ground floor
Family activities during the summer holidays"
1464,511,accessibility,"Mobility parking nearby for blue badge holders only in Bennett St. Nearest car park in Charlotte St (not National Trust)
Drop-off point
Building - level entrance. Two wheelchairs, booking essential. Ground floor accessible. Stairs to other floors, lift available
Grounds - Small formal garden used as a café in the summer
Adapted toilet"
1465,510,general,"The Chapel is free to enter
There is a uni-sex toilet available within the Chapel
The Chapel is home to a second-hand bookshop and community space
There is no car parking at the site
Dogs welcome on lead"
1466,510,family,"There are no baby-changing facilities
The building is not easily accessible to pushchairs
Breastfeeding welcome
Selection of children's books available"
1467,510,accessibility,"There is no car parking at the site
The Chapel is accessed via a narrow, sloped pathway with less than 5 steps
Once inside the Chapel, the public space is all on one floor
There is an ambient uni-sex toilet available within the Chapel
Assistance dogs welcome
The entrance/exit door opens inwards, but the team can assist with this if required
The entrance/exit door is narrow and has a slight step"
1468,512,general,"Toilets in Ditchling village
Dogs are welcome but must be kept on leads at all times. No dog litter bins, so please take litter home
A great place for a picnic
Ditchling Beacon car park is just off Ditchling Road. OS TQ 333130, Coordinates 50.9008406000, -0.1051855090. NT members can park for free. There is a charge for non-members which goes towards the conservation and management of the site. Charges are as follows: £1.50 for up to an hour; £3.00 for up to 2 hours; £4.00 for up to 4 hours; £6.00 all day. Payment for parking for non-members at Ditchling Beacon must be made with cash at the car park machine or using the PayByPhone system. It’s quick and easy to use – either use the PayByPhone smartphone app on the site or call ahead from home on 03300604037. All you need to start is your car’s registration and the Ditchling Beacon location number 803351. You will also be asked to key in your credit or debit card number. There’s no need to display a ticket after paying in this way as a record is generated for our car park staff. To pay online and for more information go to www.paybyphone.co.uk. Paying prior to arrival cannot guarantee you a parking space.
Fires and barbecues are not permitted anywhere on site."
1469,512,family,"Ditchling Beacon is the perfect spot for a family picnic with plenty of space to run around and fly kites
Topmost viewing point is accessible for most children's buggies
Fires and barbecues are not permitted anywhere on site."
1470,512,accessibility,"Car park is a rural, part surfaced area with no marked parking bays
Assistance is advised when crossing road
Nearest accessible toilets can be found in Ditchling village
Top-most view point is accessed by fairly steep ascents with unlevel terrain, which may prove challenging for wheelchair users
Please be advised that the car park has limited space and can get very busy on the weekend, there is also no parking on road side."
1471,514,general,"Please go to http://westgreenhouse.co.uk/ to book your visit
National Trust members should use the code NT20 when booking for free entry and show their NT card when entering the garden. Car park and booking fees apply to NT members.
We're sorry but the Nymphaeum water feature and the Greehouse will be closed
A socially distanced queue for entry will start in the car park 
A one-way system will be in place to allow for social distancing."
1472,514,family,
1473,514,accessibility,
1474,513,general,"Refreshments, second hand bookshop, local and natural history displays and visitor information at the Old Coastguard Station, Robin Hood's Bay and Ravenscar Visitor Centre
Dogs on leads welcome in visitor centres
Please keep dogs on leads around livestock and be aware of cliff edges
Parking - 546 yards, up steep bank for Old Coastguard Station (pay and display), not National Trust, charge including members. Free roadside parking at Ravenscar
In the event of adverse weather conditions please take extra care. Be aware, cliffs can become unstable due to extreme weather and woodlands may become hazardous in high winds"
1475,513,family,"Learning - suitable for school groups. Learning activities and hands-on activities available at The Old Coastguard Station
Family friendly exhibition at the Old Coastguard Station, Robin Hood's Bay"
1476,513,accessibility,"Diverse terrain; cliff top paths, uneven surfaces and steep gradients in places
Old Coastguard Station: steps to entrance, portable ramp available. Ground floor fully accessible. Accessible lift available to first floor. Ravenscar Visitor Centre: steps to entrance"
1477,516,general,"Free parking, 90 yards
Adjacent Westwood Parish Tea Rooms usually open Tuesdays, Wednesdays and Sundays from 2pm to 5pm. From 1 May 2022. 
Accessible toilet facilities in adjacent Parish Rooms
The Manor House is open 2-5pm, Tue, Wed and Sun. 
Assistance dogs only
Face coverings are recommended in enclosed and crowded areas"
1478,516,family,"Hip-carrying infant seats for loan
Children's quiz/trail
House unsuitable for under-fives"
1479,516,accessibility,"Mobility car park and drop-off point
Braille guide
Large print guide
Accessible toilet facilities in adjacent Parish Rooms
Assistance dogs only"
